key,label,prob,experiment_id
401676_2022_madal_chm_max_hag_20cm.tif|0|1152,1,0.860836386680603,s1_deep_cnn_attn_headlight_full_ce_mixup_60_5_a3deafa8
401676_2022_madal_chm_max_hag_20cm.tif|64|0,0,0.28773072361946106,s1_deep_cnn_attn_headlight_full_ce_mixup_60_5_a3deafa8
401676_2022_madal_chm_max_hag_20cm.tif|128|448,0,0.11269833147525787,s1_deep_cnn_attn_headlight_full_ce_mixup_60_5_a3deafa8
401676_2022_madal_chm_max_hag_20cm.tif|128|1152,0,0.18447092175483704,s1_deep_cnn_attn_headlight_full_ce_mixup_60_5_a3deafa8
401676_2022_madal_chm_max_hag_20cm.tif|192|1472,1,0.9228599667549133,s1_deep_cnn_attn_headlight_full_ce_mixup_60_5_a3deafa8
401676_2022_madal_chm_max_hag_20cm.tif|256|832,0,0.2475893497467041,s1_deep_cnn_attn_headlight_full_ce_mixup_60_5_a3deafa8
401676_2022_madal_chm_max_hag_20cm.tif|256|2624,0,0.3566964268684387,s1_deep_cnn_attn_headlight_full_ce_mixup_60_5_a3deafa8
401676_2022_madal_chm_max_hag_20cm.tif|320|1024,0,0.48175162076950073,s1_deep_cnn_attn_headlight_full_ce_mixup_60_5_a3deafa8
401676_2022_madal_chm_max_hag_20cm.tif|384|640,0,0.14894817769527435,s1_deep_cnn_attn_headlight_full_ce_mixup_60_5_a3deafa8
401676_2022_madal_chm_max_hag_20cm.tif|384|704,0,0.5167737007141113,s1_deep_cnn_attn_headlight_full_ce_mixup_60_5_a3deafa8
401676_2022_madal_chm_max_hag_20cm.tif|448|640,0,0.44241344928741455,s1_deep_cnn_attn_headlight_full_ce_mixup_60_5_a3deafa8
401676_2022_madal_chm_max_hag_20cm.tif|512|1664,0,0.9125139117240906,s1_deep_cnn_attn_headlight_full_ce_mixup_60_5_a3deafa8
401676_2022_madal_chm_max_hag_20cm.tif|512|4544,0,0.22494080662727356,s1_deep_cnn_attn_headlight_full_ce_mixup_60_5_a3deafa8
401676_2022_madal_chm_max_hag_20cm.tif|576|1088,1,0.8739158511161804,s1_deep_cnn_attn_headlight_full_ce_mixup_60_5_a3deafa8
401676_2022_madal_chm_max_hag_20cm.tif|576|4096,1,0.6342718601226807,s1_deep_cnn_attn_headlight_full_ce_mixup_60_5_a3deafa8
401676_2022_madal_chm_max_hag_20cm.tif|640|320,0,0.6792097091674805,s1_deep_cnn_attn_headlight_full_ce_mixup_60_5_a3deafa8
401676_2022_madal_chm_max_hag_20cm.tif|640|3456,0,0.15690314769744873,s1_deep_cnn_attn_headlight_full_ce_mixup_60_5_a3deafa8
401676_2022_madal_chm_max_hag_20cm.tif|704|320,0,0.1797073930501938,s1_deep_cnn_attn_headlight_full_ce_mixup_60_5_a3deafa8
401676_2022_madal_chm_max_hag_20cm.tif|768|4480,0,0.13869252800941467,s1_deep_cnn_attn_headlight_full_ce_mixup_60_5_a3deafa8
401676_2022_madal_chm_max_hag_20cm.tif|768|4608,0,0.11207465082406998,s1_deep_cnn_attn_headlight_full_ce_mixup_60_5_a3deafa8
401676_2022_madal_chm_max_hag_20cm.tif|896|4800,0,0.12511782348155975,s1_deep_cnn_attn_headlight_full_ce_mixup_60_5_a3deafa8
401676_2022_madal_chm_max_hag_20cm.tif|1088|1792,1,0.6700154542922974,s1_deep_cnn_attn_headlight_full_ce_mixup_60_5_a3deafa8
401676_2022_madal_chm_max_hag_20cm.tif|1152|704,1,0.9161291718482971,s1_deep_cnn_attn_headlight_full_ce_mixup_60_5_a3deafa8
401676_2022_madal_chm_max_hag_20cm.tif|1472|2624,1,0.8166907429695129,s1_deep_cnn_attn_headlight_full_ce_mixup_60_5_a3deafa8
401676_2022_madal_chm_max_hag_20cm.tif|1472|3968,0,0.07474324852228165,s1_deep_cnn_attn_headlight_full_ce_mixup_60_5_a3deafa8
401676_2022_madal_chm_max_hag_20cm.tif|1536|3584,0,0.605380117893219,s1_deep_cnn_attn_headlight_full_ce_mixup_60_5_a3deafa8
401676_2022_madal_chm_max_hag_20cm.tif|1728|256,0,0.8577832579612732,s1_deep_cnn_attn_headlight_full_ce_mixup_60_5_a3deafa8
401676_2022_madal_chm_max_hag_20cm.tif|1728|768,0,0.10806244611740112,s1_deep_cnn_attn_headlight_full_ce_mixup_60_5_a3deafa8
401676_2022_madal_chm_max_hag_20cm.tif|1792|1408,0,0.08050460368394852,s1_deep_cnn_attn_headlight_full_ce_mixup_60_5_a3deafa8
401676_2022_madal_chm_max_hag_20cm.tif|1856|2176,0,0.0661081001162529,s1_deep_cnn_attn_headlight_full_ce_mixup_60_5_a3deafa8
401676_2022_madal_chm_max_hag_20cm.tif|1920|1280,0,0.15614083409309387,s1_deep_cnn_attn_headlight_full_ce_mixup_60_5_a3deafa8
401676_2022_madal_chm_max_hag_20cm.tif|2048|320,0,0.19606609642505646,s1_deep_cnn_attn_headlight_full_ce_mixup_60_5_a3deafa8
401676_2022_madal_chm_max_hag_20cm.tif|2112|448,1,0.9645271301269531,s1_deep_cnn_attn_headlight_full_ce_mixup_60_5_a3deafa8
401676_2022_madal_chm_max_hag_20cm.tif|2176|3456,1,0.9482350945472717,s1_deep_cnn_attn_headlight_full_ce_mixup_60_5_a3deafa8
401676_2022_madal_chm_max_hag_20cm.tif|2176|4352,0,0.2536400556564331,s1_deep_cnn_attn_headlight_full_ce_mixup_60_5_a3deafa8
401676_2022_madal_chm_max_hag_20cm.tif|2240|4608,0,0.17191685736179352,s1_deep_cnn_attn_headlight_full_ce_mixup_60_5_a3deafa8
401676_2022_madal_chm_max_hag_20cm.tif|2304|128,1,0.985673725605011,s1_deep_cnn_attn_headlight_full_ce_mixup_60_5_a3deafa8
401676_2022_madal_chm_max_hag_20cm.tif|2368|832,1,0.9372214674949646,s1_deep_cnn_attn_headlight_full_ce_mixup_60_5_a3deafa8
401676_2022_madal_chm_max_hag_20cm.tif|2368|1792,1,0.8228117227554321,s1_deep_cnn_attn_headlight_full_ce_mixup_60_5_a3deafa8
401676_2022_madal_chm_max_hag_20cm.tif|2368|1856,1,0.9899736642837524,s1_deep_cnn_attn_headlight_full_ce_mixup_60_5_a3deafa8
401676_2022_madal_chm_max_hag_20cm.tif|2368|2624,0,0.4227007031440735,s1_deep_cnn_attn_headlight_full_ce_mixup_60_5_a3deafa8
401676_2022_madal_chm_max_hag_20cm.tif|2496|2816,0,0.11247199773788452,s1_deep_cnn_attn_headlight_full_ce_mixup_60_5_a3deafa8
401676_2022_madal_chm_max_hag_20cm.tif|2560|2880,1,0.9823465347290039,s1_deep_cnn_attn_headlight_full_ce_mixup_60_5_a3deafa8
401676_2022_madal_chm_max_hag_20cm.tif|2560|4544,0,0.12393273413181305,s1_deep_cnn_attn_headlight_full_ce_mixup_60_5_a3deafa8
401676_2022_madal_chm_max_hag_20cm.tif|2624|2880,1,0.986192524433136,s1_deep_cnn_attn_headlight_full_ce_mixup_60_5_a3deafa8
401676_2022_madal_chm_max_hag_20cm.tif|2624|3840,1,0.34555280208587646,s1_deep_cnn_attn_headlight_full_ce_mixup_60_5_a3deafa8
401676_2022_madal_chm_max_hag_20cm.tif|2688|512,0,0.06435301899909973,s1_deep_cnn_attn_headlight_full_ce_mixup_60_5_a3deafa8
401676_2022_madal_chm_max_hag_20cm.tif|2688|1984,0,0.12661121785640717,s1_deep_cnn_attn_headlight_full_ce_mixup_60_5_a3deafa8
401676_2022_madal_chm_max_hag_20cm.tif|2752|4608,1,0.29107871651649475,s1_deep_cnn_attn_headlight_full_ce_mixup_60_5_a3deafa8
