key,label,prob,experiment_id
401676_2022_madal_chm_max_hag_20cm.tif|0|1920,1,0.7090001106262207,s1_resnet34_full_ce_mixup_40_5_6bf0776c
401676_2022_madal_chm_max_hag_20cm.tif|0|2304,1,0.9817288517951965,s1_resnet34_full_ce_mixup_40_5_6bf0776c
401676_2022_madal_chm_max_hag_20cm.tif|64|2368,1,0.7805863618850708,s1_resnet34_full_ce_mixup_40_5_6bf0776c
401676_2022_madal_chm_max_hag_20cm.tif|128|448,0,0.1113240122795105,s1_resnet34_full_ce_mixup_40_5_6bf0776c
401676_2022_madal_chm_max_hag_20cm.tif|128|2304,1,0.9661492109298706,s1_resnet34_full_ce_mixup_40_5_6bf0776c
401676_2022_madal_chm_max_hag_20cm.tif|256|2624,0,0.7463258504867554,s1_resnet34_full_ce_mixup_40_5_6bf0776c
401676_2022_madal_chm_max_hag_20cm.tif|320|1024,0,0.5992856621742249,s1_resnet34_full_ce_mixup_40_5_6bf0776c
401676_2022_madal_chm_max_hag_20cm.tif|320|1216,0,0.47399747371673584,s1_resnet34_full_ce_mixup_40_5_6bf0776c
401676_2022_madal_chm_max_hag_20cm.tif|384|640,0,0.38602882623672485,s1_resnet34_full_ce_mixup_40_5_6bf0776c
401676_2022_madal_chm_max_hag_20cm.tif|384|704,0,0.21251727640628815,s1_resnet34_full_ce_mixup_40_5_6bf0776c
401676_2022_madal_chm_max_hag_20cm.tif|384|1920,1,0.285354346036911,s1_resnet34_full_ce_mixup_40_5_6bf0776c
401676_2022_madal_chm_max_hag_20cm.tif|384|1984,1,0.3124971389770508,s1_resnet34_full_ce_mixup_40_5_6bf0776c
401676_2022_madal_chm_max_hag_20cm.tif|384|2624,0,0.7866519093513489,s1_resnet34_full_ce_mixup_40_5_6bf0776c
401676_2022_madal_chm_max_hag_20cm.tif|448|640,0,0.16866129636764526,s1_resnet34_full_ce_mixup_40_5_6bf0776c
401676_2022_madal_chm_max_hag_20cm.tif|448|2560,1,0.9809066653251648,s1_resnet34_full_ce_mixup_40_5_6bf0776c
401676_2022_madal_chm_max_hag_20cm.tif|512|4672,1,0.299959659576416,s1_resnet34_full_ce_mixup_40_5_6bf0776c
401676_2022_madal_chm_max_hag_20cm.tif|576|2112,0,0.5835773348808289,s1_resnet34_full_ce_mixup_40_5_6bf0776c
401676_2022_madal_chm_max_hag_20cm.tif|576|2304,0,0.23648828268051147,s1_resnet34_full_ce_mixup_40_5_6bf0776c
401676_2022_madal_chm_max_hag_20cm.tif|640|1664,1,0.25209978222846985,s1_resnet34_full_ce_mixup_40_5_6bf0776c
401676_2022_madal_chm_max_hag_20cm.tif|640|4096,1,0.929870069026947,s1_resnet34_full_ce_mixup_40_5_6bf0776c
401676_2022_madal_chm_max_hag_20cm.tif|640|4160,1,0.9193105697631836,s1_resnet34_full_ce_mixup_40_5_6bf0776c
401676_2022_madal_chm_max_hag_20cm.tif|768|768,1,0.9220078587532043,s1_resnet34_full_ce_mixup_40_5_6bf0776c
401676_2022_madal_chm_max_hag_20cm.tif|832|768,0,0.534903347492218,s1_resnet34_full_ce_mixup_40_5_6bf0776c
401676_2022_madal_chm_max_hag_20cm.tif|832|3456,0,0.21360033750534058,s1_resnet34_full_ce_mixup_40_5_6bf0776c
401676_2022_madal_chm_max_hag_20cm.tif|832|3520,0,0.5429287552833557,s1_resnet34_full_ce_mixup_40_5_6bf0776c
