key,label,prob,experiment_id
401676_2022_madal_chm_max_hag_20cm.tif|0|960,1,0.24515743553638458,s1_efficientnet_b2_full_ce_mixup_40_5_7a5bb15c
401676_2022_madal_chm_max_hag_20cm.tif|0|1856,1,0.894906759262085,s1_efficientnet_b2_full_ce_mixup_40_5_7a5bb15c
401676_2022_madal_chm_max_hag_20cm.tif|64|0,0,0.1070643961429596,s1_efficientnet_b2_full_ce_mixup_40_5_7a5bb15c
401676_2022_madal_chm_max_hag_20cm.tif|64|4672,0,0.07663337886333466,s1_efficientnet_b2_full_ce_mixup_40_5_7a5bb15c
401676_2022_madal_chm_max_hag_20cm.tif|192|4480,1,0.24587127566337585,s1_efficientnet_b2_full_ce_mixup_40_5_7a5bb15c
401676_2022_madal_chm_max_hag_20cm.tif|192|4544,0,0.6005847454071045,s1_efficientnet_b2_full_ce_mixup_40_5_7a5bb15c
401676_2022_madal_chm_max_hag_20cm.tif|320|1024,0,0.4511142075061798,s1_efficientnet_b2_full_ce_mixup_40_5_7a5bb15c
401676_2022_madal_chm_max_hag_20cm.tif|320|4480,1,0.962264358997345,s1_efficientnet_b2_full_ce_mixup_40_5_7a5bb15c
401676_2022_madal_chm_max_hag_20cm.tif|448|2304,1,0.9766613841056824,s1_efficientnet_b2_full_ce_mixup_40_5_7a5bb15c
401676_2022_madal_chm_max_hag_20cm.tif|512|1280,0,0.42413529753685,s1_efficientnet_b2_full_ce_mixup_40_5_7a5bb15c
401676_2022_madal_chm_max_hag_20cm.tif|512|1664,0,0.3317055404186249,s1_efficientnet_b2_full_ce_mixup_40_5_7a5bb15c
401676_2022_madal_chm_max_hag_20cm.tif|512|2752,0,0.2810709774494171,s1_efficientnet_b2_full_ce_mixup_40_5_7a5bb15c
401676_2022_madal_chm_max_hag_20cm.tif|576|1280,0,0.44599539041519165,s1_efficientnet_b2_full_ce_mixup_40_5_7a5bb15c
