key,label,prob,experiment_id
401676_2022_madal_chm_max_hag_20cm.tif|0|960,1,0.7273449301719666,s1_convnext_tiny_full_ce_mixup_40_5_643a960b
401676_2022_madal_chm_max_hag_20cm.tif|0|1856,1,0.0893581360578537,s1_convnext_tiny_full_ce_mixup_40_5_643a960b
401676_2022_madal_chm_max_hag_20cm.tif|0|1920,1,0.9218528866767883,s1_convnext_tiny_full_ce_mixup_40_5_643a960b
401676_2022_madal_chm_max_hag_20cm.tif|64|4672,0,0.05165877565741539,s1_convnext_tiny_full_ce_mixup_40_5_643a960b
401676_2022_madal_chm_max_hag_20cm.tif|128|448,0,0.05813714116811752,s1_convnext_tiny_full_ce_mixup_40_5_643a960b
401676_2022_madal_chm_max_hag_20cm.tif|192|3648,0,0.9936937689781189,s1_convnext_tiny_full_ce_mixup_40_5_643a960b
401676_2022_madal_chm_max_hag_20cm.tif|256|832,0,0.415940523147583,s1_convnext_tiny_full_ce_mixup_40_5_643a960b
401676_2022_madal_chm_max_hag_20cm.tif|256|2048,0,0.22599881887435913,s1_convnext_tiny_full_ce_mixup_40_5_643a960b
401676_2022_madal_chm_max_hag_20cm.tif|448|1408,1,0.9900909662246704,s1_convnext_tiny_full_ce_mixup_40_5_643a960b
401676_2022_madal_chm_max_hag_20cm.tif|448|2304,1,0.9892233610153198,s1_convnext_tiny_full_ce_mixup_40_5_643a960b
401676_2022_madal_chm_max_hag_20cm.tif|512|2752,0,0.07901220768690109,s1_convnext_tiny_full_ce_mixup_40_5_643a960b
401676_2022_madal_chm_max_hag_20cm.tif|512|3200,0,0.06318105012178421,s1_convnext_tiny_full_ce_mixup_40_5_643a960b
401676_2022_madal_chm_max_hag_20cm.tif|576|1088,1,0.9907547831535339,s1_convnext_tiny_full_ce_mixup_40_5_643a960b
401676_2022_madal_chm_max_hag_20cm.tif|576|2112,0,0.06638619303703308,s1_convnext_tiny_full_ce_mixup_40_5_643a960b
401676_2022_madal_chm_max_hag_20cm.tif|576|3456,0,0.07793830335140228,s1_convnext_tiny_full_ce_mixup_40_5_643a960b
401676_2022_madal_chm_max_hag_20cm.tif|640|3264,0,0.07735735177993774,s1_convnext_tiny_full_ce_mixup_40_5_643a960b
401676_2022_madal_chm_max_hag_20cm.tif|704|3328,0,0.10132879763841629,s1_convnext_tiny_full_ce_mixup_40_5_643a960b
401676_2022_madal_chm_max_hag_20cm.tif|768|704,1,0.9683271050453186,s1_convnext_tiny_full_ce_mixup_40_5_643a960b
401676_2022_madal_chm_max_hag_20cm.tif|768|4608,0,0.06893468648195267,s1_convnext_tiny_full_ce_mixup_40_5_643a960b
401676_2022_madal_chm_max_hag_20cm.tif|896|4416,0,0.09505867213010788,s1_convnext_tiny_full_ce_mixup_40_5_643a960b
401676_2022_madal_chm_max_hag_20cm.tif|960|4352,0,0.0678045004606247,s1_convnext_tiny_full_ce_mixup_40_5_643a960b
401676_2022_madal_chm_max_hag_20cm.tif|1024|4800,0,0.06944391131401062,s1_convnext_tiny_full_ce_mixup_40_5_643a960b
401676_2022_madal_chm_max_hag_20cm.tif|1088|4736,0,0.9434895515441895,s1_convnext_tiny_full_ce_mixup_40_5_643a960b
401676_2022_madal_chm_max_hag_20cm.tif|1088|4800,0,0.11955849081277847,s1_convnext_tiny_full_ce_mixup_40_5_643a960b
401676_2022_madal_chm_max_hag_20cm.tif|1152|1920,1,0.9853842854499817,s1_convnext_tiny_full_ce_mixup_40_5_643a960b
401676_2022_madal_chm_max_hag_20cm.tif|1216|1984,1,0.9892974495887756,s1_convnext_tiny_full_ce_mixup_40_5_643a960b
401676_2022_madal_chm_max_hag_20cm.tif|1280|2560,1,0.9911754131317139,s1_convnext_tiny_full_ce_mixup_40_5_643a960b
401676_2022_madal_chm_max_hag_20cm.tif|1344|4736,0,0.8486154675483704,s1_convnext_tiny_full_ce_mixup_40_5_643a960b
401676_2022_madal_chm_max_hag_20cm.tif|1472|2624,1,0.871155321598053,s1_convnext_tiny_full_ce_mixup_40_5_643a960b
401676_2022_madal_chm_max_hag_20cm.tif|1600|64,1,0.19193324446678162,s1_convnext_tiny_full_ce_mixup_40_5_643a960b
401676_2022_madal_chm_max_hag_20cm.tif|1600|832,0,0.08987890183925629,s1_convnext_tiny_full_ce_mixup_40_5_643a960b
401676_2022_madal_chm_max_hag_20cm.tif|1856|2496,0,0.061396148055791855,s1_convnext_tiny_full_ce_mixup_40_5_643a960b
401676_2022_madal_chm_max_hag_20cm.tif|1920|3520,1,0.18277518451213837,s1_convnext_tiny_full_ce_mixup_40_5_643a960b
401676_2022_madal_chm_max_hag_20cm.tif|1920|4160,0,0.32007381319999695,s1_convnext_tiny_full_ce_mixup_40_5_643a960b
401676_2022_madal_chm_max_hag_20cm.tif|1984|4032,0,0.07228779047727585,s1_convnext_tiny_full_ce_mixup_40_5_643a960b
401676_2022_madal_chm_max_hag_20cm.tif|1984|4160,0,0.4630468487739563,s1_convnext_tiny_full_ce_mixup_40_5_643a960b
401676_2022_madal_chm_max_hag_20cm.tif|2112|448,1,0.9909713268280029,s1_convnext_tiny_full_ce_mixup_40_5_643a960b
401676_2022_madal_chm_max_hag_20cm.tif|2176|512,1,0.9838593602180481,s1_convnext_tiny_full_ce_mixup_40_5_643a960b
401676_2022_madal_chm_max_hag_20cm.tif|2176|576,0,0.09771829098463058,s1_convnext_tiny_full_ce_mixup_40_5_643a960b
401676_2022_madal_chm_max_hag_20cm.tif|2176|1472,0,0.31392326951026917,s1_convnext_tiny_full_ce_mixup_40_5_643a960b
401676_2022_madal_chm_max_hag_20cm.tif|2176|3136,1,0.9653915762901306,s1_convnext_tiny_full_ce_mixup_40_5_643a960b
401676_2022_madal_chm_max_hag_20cm.tif|2240|1472,1,0.8155773878097534,s1_convnext_tiny_full_ce_mixup_40_5_643a960b
401676_2022_madal_chm_max_hag_20cm.tif|2240|3904,0,0.15384303033351898,s1_convnext_tiny_full_ce_mixup_40_5_643a960b
401676_2022_madal_chm_max_hag_20cm.tif|2368|2624,0,0.4462880492210388,s1_convnext_tiny_full_ce_mixup_40_5_643a960b
401676_2022_madal_chm_max_hag_20cm.tif|2368|4288,1,0.9914944171905518,s1_convnext_tiny_full_ce_mixup_40_5_643a960b
401676_2022_madal_chm_max_hag_20cm.tif|2432|1856,1,0.9853038787841797,s1_convnext_tiny_full_ce_mixup_40_5_643a960b
401676_2022_madal_chm_max_hag_20cm.tif|2432|2496,0,0.758982241153717,s1_convnext_tiny_full_ce_mixup_40_5_643a960b
401676_2022_madal_chm_max_hag_20cm.tif|2432|4096,0,0.36868029832839966,s1_convnext_tiny_full_ce_mixup_40_5_643a960b
401676_2022_madal_chm_max_hag_20cm.tif|2560|960,1,0.907419741153717,s1_convnext_tiny_full_ce_mixup_40_5_643a960b
401676_2022_madal_chm_max_hag_20cm.tif|2560|2880,1,0.9871333837509155,s1_convnext_tiny_full_ce_mixup_40_5_643a960b
401676_2022_madal_chm_max_hag_20cm.tif|2624|2880,1,0.9886747002601624,s1_convnext_tiny_full_ce_mixup_40_5_643a960b
401676_2022_madal_chm_max_hag_20cm.tif|2688|1984,0,0.08187126368284225,s1_convnext_tiny_full_ce_mixup_40_5_643a960b
401676_2022_madal_chm_max_hag_20cm.tif|2688|3072,1,0.9813194274902344,s1_convnext_tiny_full_ce_mixup_40_5_643a960b
401676_2022_madal_chm_max_hag_20cm.tif|2688|4096,0,0.047994453459978104,s1_convnext_tiny_full_ce_mixup_40_5_643a960b
401676_2022_madal_chm_max_hag_20cm.tif|2880|704,0,0.06699757277965546,s1_convnext_tiny_full_ce_mixup_40_5_643a960b
401676_2022_madal_chm_max_hag_20cm.tif|2880|2752,1,0.36032840609550476,s1_convnext_tiny_full_ce_mixup_40_5_643a960b
401676_2022_madal_chm_max_hag_20cm.tif|2880|3520,1,0.9905115962028503,s1_convnext_tiny_full_ce_mixup_40_5_643a960b
401676_2022_madal_chm_max_hag_20cm.tif|2944|384,0,0.07621704041957855,s1_convnext_tiny_full_ce_mixup_40_5_643a960b
401676_2022_madal_chm_max_hag_20cm.tif|3008|1152,0,0.3523237109184265,s1_convnext_tiny_full_ce_mixup_40_5_643a960b
401676_2022_madal_chm_max_hag_20cm.tif|3008|2048,0,0.5749313831329346,s1_convnext_tiny_full_ce_mixup_40_5_643a960b
401676_2022_madal_chm_max_hag_20cm.tif|3200|0,1,0.987231969833374,s1_convnext_tiny_full_ce_mixup_40_5_643a960b
401676_2022_madal_chm_max_hag_20cm.tif|3328|384,0,0.06148706376552582,s1_convnext_tiny_full_ce_mixup_40_5_643a960b
401677_2022_madal_chm_max_hag_20cm.tif|0|2816,0,0.2591347396373749,s1_convnext_tiny_full_ce_mixup_40_5_643a960b
