raster,row_off,col_off,chunk_size,label,source,annotator,model_name,model_prob,timestamp
580536_2019_madal_chm_max_hag_20cm.tif,640,3712,128,no_cdw,auto_threshold_gate_v2,,Ensemble(4 models),0.0642,2026-03-23T20:20:50
580536_2019_madal_chm_max_hag_20cm.tif,640,3776,128,no_cdw,auto_threshold_gate_v2,,Ensemble(4 models),0.0682,2026-03-23T20:20:50
580536_2019_madal_chm_max_hag_20cm.tif,1408,320,128,cdw,auto_threshold_gate_v2,,Ensemble(4 models),0.9996,2026-03-23T20:20:56
580536_2019_madal_chm_max_hag_20cm.tif,1408,2240,128,no_cdw,auto_threshold_gate_v2,,Ensemble(4 models),0.0619,2026-03-23T20:20:56
580536_2019_madal_chm_max_hag_20cm.tif,1792,2304,128,cdw,auto_threshold_gate_v2,,Ensemble(4 models),1.0000,2026-03-23T20:21:00
580536_2019_madal_chm_max_hag_20cm.tif,1856,2304,128,cdw,auto_threshold_gate_v2,,Ensemble(4 models),0.9997,2026-03-23T20:21:00
580536_2019_madal_chm_max_hag_20cm.tif,1984,576,128,cdw,auto_threshold_gate_v2,,Ensemble(4 models),0.9997,2026-03-23T20:21:01
580536_2019_madal_chm_max_hag_20cm.tif,2176,832,128,cdw,auto_threshold_gate_v2,,Ensemble(4 models),0.9996,2026-03-23T20:21:02
580536_2019_madal_chm_max_hag_20cm.tif,2240,832,128,cdw,auto_threshold_gate_v2,,Ensemble(4 models),0.9995,2026-03-23T20:21:03
580536_2019_madal_chm_max_hag_20cm.tif,2240,2368,128,cdw,auto_threshold_gate_v2,,Ensemble(4 models),0.9995,2026-03-23T20:21:03
580536_2019_madal_chm_max_hag_20cm.tif,2368,2944,128,no_cdw,auto_threshold_gate_v2,,Ensemble(4 models),0.0514,2026-03-23T20:21:04
580536_2019_madal_chm_max_hag_20cm.tif,2368,3008,128,no_cdw,auto_threshold_gate_v2,,Ensemble(4 models),0.0619,2026-03-23T20:21:04
580536_2019_madal_chm_max_hag_20cm.tif,2368,3072,128,no_cdw,auto_threshold_gate_v2,,Ensemble(4 models),0.0570,2026-03-23T20:21:04
580536_2019_madal_chm_max_hag_20cm.tif,2368,3136,128,no_cdw,auto_threshold_gate_v2,,Ensemble(4 models),0.0654,2026-03-23T20:21:04
580536_2019_madal_chm_max_hag_20cm.tif,2432,2880,128,no_cdw,auto_threshold_gate_v2,,Ensemble(4 models),0.0600,2026-03-23T20:21:05
580536_2019_madal_chm_max_hag_20cm.tif,2496,1344,128,cdw,auto_threshold_gate_v2,,Ensemble(4 models),0.9997,2026-03-23T20:21:05
580536_2019_madal_chm_max_hag_20cm.tif,2496,2880,128,no_cdw,auto_threshold_gate_v2,,Ensemble(4 models),0.0551,2026-03-23T20:21:05
580536_2019_madal_chm_max_hag_20cm.tif,2496,2944,128,no_cdw,auto_threshold_gate_v2,,Ensemble(4 models),0.0631,2026-03-23T20:21:05
580536_2019_madal_chm_max_hag_20cm.tif,2560,1344,128,cdw,auto_threshold_gate_v2,,Ensemble(4 models),0.9996,2026-03-23T20:21:05
580536_2019_madal_chm_max_hag_20cm.tif,2560,1408,128,cdw,auto_threshold_gate_v2,,Ensemble(4 models),0.9996,2026-03-23T20:21:05
580536_2019_madal_chm_max_hag_20cm.tif,2560,2880,128,no_cdw,auto_threshold_gate_v2,,Ensemble(4 models),0.0594,2026-03-23T20:21:06
580536_2019_madal_chm_max_hag_20cm.tif,2560,2944,128,no_cdw,auto_threshold_gate_v2,,Ensemble(4 models),0.0470,2026-03-23T20:21:06
580536_2019_madal_chm_max_hag_20cm.tif,2560,3008,128,no_cdw,auto_threshold_gate_v2,,Ensemble(4 models),0.0380,2026-03-23T20:21:06
580536_2019_madal_chm_max_hag_20cm.tif,2624,2944,128,no_cdw,auto_threshold_gate_v2,,Ensemble(4 models),0.0545,2026-03-23T20:21:06
