raster,row_off,col_off,chunk_size,label,source,annotator,model_name,model_prob,timestamp
436648_2024_madal_chm_max_hag_20cm.tif,0,384,128,no_cdw,manual,,Ensemble(4 models),0.1107,2026-03-28T13:22:37
436648_2024_madal_chm_max_hag_20cm.tif,0,3264,128,no_cdw,manual,,Ensemble(4 models),0.1748,2026-03-28T13:12:56
436648_2024_madal_chm_max_hag_20cm.tif,0,3328,128,no_cdw,manual,,Ensemble(4 models),0.5813,2026-03-28T11:52:13
436648_2024_madal_chm_max_hag_20cm.tif,0,4544,128,cdw,manual,,Ensemble(4 models),0.9976,2026-03-28T13:25:29
436648_2024_madal_chm_max_hag_20cm.tif,64,1344,128,no_cdw,manual,,Ensemble(4 models),0.1289,2026-03-28T13:16:47
436648_2024_madal_chm_max_hag_20cm.tif,64,2816,128,no_cdw,auto_threshold_gate_v2,,Ensemble(4 models),0.0496,2026-03-23T20:02:34
436648_2024_madal_chm_max_hag_20cm.tif,64,2880,128,no_cdw,manual,,Ensemble(4 models),0.0878,2026-03-28T13:23:45
436648_2024_madal_chm_max_hag_20cm.tif,64,2944,128,no_cdw,manual,,Ensemble(4 models),0.5748,2026-03-28T11:50:51
436648_2024_madal_chm_max_hag_20cm.tif,64,3008,128,no_cdw,manual,,Ensemble(4 models),0.4631,2026-03-28T11:39:23
436648_2024_madal_chm_max_hag_20cm.tif,64,3072,128,no_cdw,manual,,Ensemble(4 models),0.4675,2026-03-28T11:38:07
436648_2024_madal_chm_max_hag_20cm.tif,64,3200,128,no_cdw,manual,,Ensemble(4 models),0.4016,2026-03-28T11:54:19
436648_2024_madal_chm_max_hag_20cm.tif,128,1216,128,no_cdw,manual,,Ensemble(4 models),0.1353,2026-03-28T13:15:57
436648_2024_madal_chm_max_hag_20cm.tif,128,2560,128,no_cdw,manual,,Ensemble(4 models),0.0865,2026-03-28T13:23:47
436648_2024_madal_chm_max_hag_20cm.tif,128,3136,128,no_cdw,manual,,Ensemble(4 models),0.4500,2026-03-28T11:44:33
436648_2024_madal_chm_max_hag_20cm.tif,128,3200,128,no_cdw,manual,,Ensemble(4 models),0.5489,2026-03-28T11:44:20
436648_2024_madal_chm_max_hag_20cm.tif,128,4736,128,cdw,manual,,Ensemble(4 models),0.3945,2026-03-28T11:55:27
436648_2024_madal_chm_max_hag_20cm.tif,192,512,128,no_cdw,manual,,Ensemble(4 models),0.1197,2026-03-28T13:21:32
