raster,row_off,col_off,chunk_size,label,source,annotator,model_name,model_prob,timestamp
406455_2021_tava_chm_max_hag_20cm.tif,0,0,128,no_cdw,manual,,,0.16351,2026-02-28T14:01:45
406455_2021_tava_chm_max_hag_20cm.tif,0,64,128,no_cdw,manual,,,0.12798,2026-02-28T14:01:45
406455_2021_tava_chm_max_hag_20cm.tif,0,128,128,no_cdw,manual,,,0.19957,2026-02-28T14:01:45
406455_2021_tava_chm_max_hag_20cm.tif,0,192,128,no_cdw,manual,,,0.12607,2026-02-28T14:01:45
406455_2021_tava_chm_max_hag_20cm.tif,0,256,128,no_cdw,manual,,,0.06697,2026-02-28T14:01:45
406455_2021_tava_chm_max_hag_20cm.tif,0,320,128,no_cdw,manual,,,0.11449,2026-02-28T14:01:45
406455_2021_tava_chm_max_hag_20cm.tif,0,640,128,no_cdw,manual,,,0.06762,2026-02-28T14:01:45
406455_2021_tava_chm_max_hag_20cm.tif,0,704,128,no_cdw,manual,,,0.11152,2026-02-28T14:01:45
406455_2021_tava_chm_max_hag_20cm.tif,0,768,128,no_cdw,manual,,,0.03466,2026-02-28T14:01:45
406455_2021_tava_chm_max_hag_20cm.tif,0,832,128,no_cdw,manual,,,0.09837,2026-02-28T14:01:45
406455_2021_tava_chm_max_hag_20cm.tif,0,896,128,no_cdw,manual,,,0.19267,2026-02-28T14:01:45
406455_2021_tava_chm_max_hag_20cm.tif,0,960,128,no_cdw,manual,,,0.14301,2026-02-28T14:01:45
406455_2021_tava_chm_max_hag_20cm.tif,0,1024,128,no_cdw,manual,,,0.19379,2026-02-28T14:01:45
406455_2021_tava_chm_max_hag_20cm.tif,0,1088,128,no_cdw,manual,,,0.17167,2026-02-28T14:01:45
406455_2021_tava_chm_max_hag_20cm.tif,0,1152,128,no_cdw,manual,,,0.15476,2026-02-28T14:01:45
406455_2021_tava_chm_max_hag_20cm.tif,0,1216,128,no_cdw,manual,,,0.17777,2026-02-28T14:01:45
406455_2021_tava_chm_max_hag_20cm.tif,0,1280,128,no_cdw,manual,,,0.32125,2026-02-28T14:01:45
406455_2021_tava_chm_max_hag_20cm.tif,0,1472,128,no_cdw,manual,,,0.1406,2026-03-03T23:17:14
406455_2021_tava_chm_max_hag_20cm.tif,0,1664,128,cdw,manual,,,0.97183,2026-02-28T14:01:45
406455_2021_tava_chm_max_hag_20cm.tif,0,1728,128,cdw,manual,,,0.85141,2026-02-28T14:01:45
406455_2021_tava_chm_max_hag_20cm.tif,0,1792,128,cdw,manual,,,0.98036,2026-02-28T14:01:45
406455_2021_tava_chm_max_hag_20cm.tif,0,1856,128,cdw,manual,,,0.99179,2026-02-28T14:01:45
406455_2021_tava_chm_max_hag_20cm.tif,0,1920,128,cdw,manual,,,0.99357,2026-02-28T14:01:45
406455_2021_tava_chm_max_hag_20cm.tif,0,1984,128,cdw,manual,,,0.99737,2026-02-28T14:01:45
406455_2021_tava_chm_max_hag_20cm.tif,0,2048,128,cdw,manual,,,0.99708,2026-02-28T14:01:45
406455_2021_tava_chm_max_hag_20cm.tif,0,2112,128,cdw,manual,,,0.99156,2026-02-28T14:01:45
406455_2021_tava_chm_max_hag_20cm.tif,0,2176,128,cdw,manual,,,0.98751,2026-02-28T14:01:45
406455_2021_tava_chm_max_hag_20cm.tif,0,2240,128,cdw,manual,,,0.97668,2026-02-28T14:01:45
406455_2021_tava_chm_max_hag_20cm.tif,0,2496,128,cdw,manual,,,0.96946,2026-02-28T14:01:45
406455_2021_tava_chm_max_hag_20cm.tif,0,2688,128,cdw,manual,,,0.96064,2026-02-28T14:01:45
406455_2021_tava_chm_max_hag_20cm.tif,0,2880,128,cdw,manual,,,0.94225,2026-02-28T14:01:45
406455_2021_tava_chm_max_hag_20cm.tif,0,2944,128,cdw,manual,,,0.9907,2026-03-03T23:20:52
406455_2021_tava_chm_max_hag_20cm.tif,0,3008,128,cdw,manual,,,0.97750,2026-02-28T14:01:45
406455_2021_tava_chm_max_hag_20cm.tif,0,3072,128,cdw,manual,,,0.98963,2026-02-28T14:01:45
406455_2021_tava_chm_max_hag_20cm.tif,0,3200,128,cdw,manual,,,0.99061,2026-02-28T14:01:45
406455_2021_tava_chm_max_hag_20cm.tif,0,3264,128,cdw,manual,,,0.99656,2026-02-28T14:01:45
406455_2021_tava_chm_max_hag_20cm.tif,0,3328,128,cdw,manual,,,0.35968,2026-02-28T14:01:45
406455_2021_tava_chm_max_hag_20cm.tif,0,3392,128,cdw,manual,,,0.84720,2026-02-28T14:01:45
406455_2021_tava_chm_max_hag_20cm.tif,0,3456,128,cdw,manual,,,0.97368,2026-02-28T14:01:45
406455_2021_tava_chm_max_hag_20cm.tif,0,3520,128,cdw,manual,,,0.88832,2026-02-28T14:01:45
406455_2021_tava_chm_max_hag_20cm.tif,0,3584,128,no_cdw,manual,,,0.6978,2026-03-04T08:52:57
406455_2021_tava_chm_max_hag_20cm.tif,0,3648,128,cdw,manual,,,0.34822,2026-02-28T14:01:45
406455_2021_tava_chm_max_hag_20cm.tif,0,3968,128,cdw,manual,,,0.96982,2026-02-28T14:01:45
406455_2021_tava_chm_max_hag_20cm.tif,0,4032,128,cdw,manual,,,0.97258,2026-02-28T14:01:45
406455_2021_tava_chm_max_hag_20cm.tif,0,4096,128,cdw,manual,,,0.97941,2026-02-28T14:01:45
406455_2021_tava_chm_max_hag_20cm.tif,0,4160,128,cdw,manual,,,0.98602,2026-02-28T14:01:45
406455_2021_tava_chm_max_hag_20cm.tif,0,4224,128,cdw,manual,,,0.98754,2026-02-28T14:01:45
406455_2021_tava_chm_max_hag_20cm.tif,0,4288,128,cdw,manual,,,0.97745,2026-02-28T14:01:45
406455_2021_tava_chm_max_hag_20cm.tif,0,4544,128,cdw,manual,,,0.98270,2026-02-28T14:01:45
406455_2021_tava_chm_max_hag_20cm.tif,0,4608,128,cdw,manual,,,0.98714,2026-02-28T14:01:45
406455_2021_tava_chm_max_hag_20cm.tif,0,4672,128,cdw,manual,,,0.99052,2026-02-28T14:01:45
406455_2021_tava_chm_max_hag_20cm.tif,0,4736,128,cdw,manual,,,0.99269,2026-02-28T14:01:45
406455_2021_tava_chm_max_hag_20cm.tif,0,4800,128,cdw,manual,,,0.99641,2026-02-28T14:01:45
406455_2021_tava_chm_max_hag_20cm.tif,0,4864,128,cdw,manual,,,0.99271,2026-02-28T14:01:45
406455_2021_tava_chm_max_hag_20cm.tif,64,0,128,no_cdw,manual,,,0.21761,2026-02-28T14:01:45
406455_2021_tava_chm_max_hag_20cm.tif,64,64,128,no_cdw,manual,,,0.12695,2026-02-28T14:01:45
406455_2021_tava_chm_max_hag_20cm.tif,64,128,128,no_cdw,manual,,,0.31561,2026-02-28T14:01:45
406455_2021_tava_chm_max_hag_20cm.tif,64,192,128,no_cdw,manual,,,0.4340,2026-03-03T23:10:08
406455_2021_tava_chm_max_hag_20cm.tif,64,256,128,no_cdw,manual,,,0.12105,2026-02-28T14:01:45
406455_2021_tava_chm_max_hag_20cm.tif,64,320,128,no_cdw,manual,,,0.09605,2026-02-28T14:01:45
406455_2021_tava_chm_max_hag_20cm.tif,64,384,128,no_cdw,manual,,,0.10607,2026-02-28T14:01:45
406455_2021_tava_chm_max_hag_20cm.tif,64,448,128,no_cdw,manual,,,0.19313,2026-02-28T14:01:45
406455_2021_tava_chm_max_hag_20cm.tif,64,512,128,no_cdw,manual,,,0.10630,2026-02-28T14:01:45
406455_2021_tava_chm_max_hag_20cm.tif,64,576,128,no_cdw,manual,,,0.06115,2026-02-28T14:01:45
406455_2021_tava_chm_max_hag_20cm.tif,64,640,128,no_cdw,manual,,,0.07056,2026-02-28T14:01:45
406455_2021_tava_chm_max_hag_20cm.tif,64,704,128,no_cdw,manual,,,0.11993,2026-02-28T14:01:45
406455_2021_tava_chm_max_hag_20cm.tif,64,768,128,no_cdw,manual,,,0.12982,2026-02-28T14:01:45
406455_2021_tava_chm_max_hag_20cm.tif,64,1152,128,no_cdw,manual,,,0.20521,2026-02-28T14:01:45
406455_2021_tava_chm_max_hag_20cm.tif,64,1216,128,no_cdw,manual,,,0.29402,2026-02-28T14:01:45
406455_2021_tava_chm_max_hag_20cm.tif,64,1280,128,no_cdw,manual,,,0.12290,2026-02-28T14:01:45
406455_2021_tava_chm_max_hag_20cm.tif,64,1408,128,cdw,manual,,,0.7922,2026-03-03T23:14:45
406455_2021_tava_chm_max_hag_20cm.tif,64,1472,128,no_cdw,manual,,,0.14124,2026-02-28T14:01:45
406455_2021_tava_chm_max_hag_20cm.tif,64,1856,128,cdw,manual,,,0.97044,2026-02-28T14:01:45
406455_2021_tava_chm_max_hag_20cm.tif,64,1920,128,cdw,manual,,,0.99015,2026-02-28T14:01:45
406455_2021_tava_chm_max_hag_20cm.tif,64,1984,128,cdw,manual,,,0.99745,2026-02-28T14:01:45
406455_2021_tava_chm_max_hag_20cm.tif,64,2048,128,cdw,manual,,,0.99798,2026-02-28T14:01:45
406455_2021_tava_chm_max_hag_20cm.tif,64,2112,128,cdw,manual,,,0.99478,2026-02-28T14:01:45
406455_2021_tava_chm_max_hag_20cm.tif,64,2560,128,cdw,manual,,,0.97626,2026-02-28T14:01:45
406455_2021_tava_chm_max_hag_20cm.tif,64,2688,128,cdw,manual,,,0.98417,2026-02-28T14:01:45
406455_2021_tava_chm_max_hag_20cm.tif,64,2752,128,cdw,manual,,,0.98190,2026-02-28T14:01:45
406455_2021_tava_chm_max_hag_20cm.tif,64,2816,128,cdw,manual,,,0.99273,2026-02-28T14:01:45
406455_2021_tava_chm_max_hag_20cm.tif,64,2880,128,cdw,manual,,,0.98787,2026-02-28T14:01:45
406455_2021_tava_chm_max_hag_20cm.tif,64,2944,128,cdw,manual,,,0.98928,2026-02-28T14:01:45
406455_2021_tava_chm_max_hag_20cm.tif,64,3008,128,cdw,manual,,,0.97994,2026-02-28T14:01:45
406455_2021_tava_chm_max_hag_20cm.tif,64,3072,128,cdw,manual,,,0.97575,2026-02-28T14:01:45
406455_2021_tava_chm_max_hag_20cm.tif,64,3136,128,cdw,manual,,,0.98524,2026-02-28T14:01:45
406455_2021_tava_chm_max_hag_20cm.tif,64,3200,128,cdw,manual,,,0.99458,2026-02-28T14:01:45
406455_2021_tava_chm_max_hag_20cm.tif,64,3264,128,cdw,manual,,,0.9980,2026-03-03T23:21:18
406455_2021_tava_chm_max_hag_20cm.tif,64,3328,128,cdw,manual,,,0.98520,2026-02-28T14:01:45
406455_2021_tava_chm_max_hag_20cm.tif,64,3392,128,cdw,manual,,,0.97722,2026-02-28T14:01:45
406455_2021_tava_chm_max_hag_20cm.tif,64,3456,128,cdw,manual,,,0.9879,2026-03-03T23:20:46
406455_2021_tava_chm_max_hag_20cm.tif,64,3520,128,cdw,manual,,,0.98871,2026-02-28T14:01:45
406455_2021_tava_chm_max_hag_20cm.tif,64,3840,128,cdw,manual,,,0.90181,2026-02-28T14:01:45
406455_2021_tava_chm_max_hag_20cm.tif,64,3904,128,cdw,manual,,,0.93614,2026-02-28T14:01:45
406455_2021_tava_chm_max_hag_20cm.tif,64,3968,128,cdw,manual,,,0.67945,2026-02-28T14:01:45
406455_2021_tava_chm_max_hag_20cm.tif,64,4032,128,cdw,manual,,,0.83566,2026-02-28T14:01:45
406455_2021_tava_chm_max_hag_20cm.tif,64,4096,128,cdw,manual,,,0.98754,2026-02-28T14:01:45
406455_2021_tava_chm_max_hag_20cm.tif,64,4160,128,cdw,manual,,,0.9841,2026-03-03T23:20:32
406455_2021_tava_chm_max_hag_20cm.tif,64,4224,128,cdw,manual,,,0.98118,2026-02-28T14:01:45
406455_2021_tava_chm_max_hag_20cm.tif,64,4672,128,cdw,manual,,,0.99065,2026-02-28T14:01:45
406455_2021_tava_chm_max_hag_20cm.tif,64,4736,128,cdw,manual,,,0.99216,2026-02-28T14:01:45
406455_2021_tava_chm_max_hag_20cm.tif,64,4800,128,cdw,manual,,,0.9920,2026-03-03T23:20:58
406455_2021_tava_chm_max_hag_20cm.tif,64,4864,128,cdw,manual,,,0.99155,2026-02-28T14:01:45
406455_2021_tava_chm_max_hag_20cm.tif,128,0,128,no_cdw,manual,,,0.13978,2026-02-28T14:01:45
406455_2021_tava_chm_max_hag_20cm.tif,128,64,128,no_cdw,manual,,,0.09862,2026-02-28T14:01:45
406455_2021_tava_chm_max_hag_20cm.tif,128,128,128,no_cdw,manual,,,0.15790,2026-02-28T14:01:45
